home_links	home_links-href	cante_name
El llanto de un cante	http://canteytoque.es/letrasvvllantodeuncante.html	A mí me ha tocado el perder (bulería por soleá) Fernando Terremoto
Archivo de flamenco	http://canteytoque.es/letrasterremotoarchivo.html	Al de la Puerta Real (tientos)
Aurora Vargas	http://canteytoque.es/letraspuroyjondoauroravargas.html	Bulerías
Fiesta en Andalucía la Baja	http://canteytoque.es/letrasvvfiestaenandalucialabaja.html	Pena mía (cantiñas) Miguel el Funi
Camarón	http://canteytoque.es/letrasritocamaron.html	Tangos
Gitanas de Utrera por bulerías	http://canteytoque.es/letrasvvgitanasdeutrera.html	Te lo juro yo. Josefina la del Vereo
Evocación a Terremoto. Manuel Morao y gitanos de Jerez	http://canteytoque.es/letrasvvevocacionaterremoto.html	Cantiñas. María Vargas
Cátedra del cante vol. 14	http://canteytoque.es/letrasgloria.html	Peor pago me estás dando (fandanguillos)
Actuaciones históricas(CD2)	http://canteytoque.es/letrasmairenaact2.html	Tengo mi corazón más negro (bulerías)
CD 1	http://canteytoque.es/letrasantologiaorfeon1.html	"La petenera. David Moreno, Ramón de Cádiz"
Por alegrías	http://canteytoque.es/letrasvvporalegrias.html	Yo voy a la fuente y bebo. Flecha de Cádiz
Maestros del cante	http://canteytoque.es/letrasmanolovargas.html	"Cádiz, ciudad de mi alma (tanguillo de carnaval)"
Cuando canta el pasado	http://canteytoque.es/letrasvicentesotocuandocantaelpasado.html	Alegrías de tierra de nadie
El genio (Quejío) 1	http://canteytoque.es/letrascaracolquejio1.html	Cuando yo me muera (siguiriyas)
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	Soy la ciencia en el saber (polo) Pericón de Cádiz
El color de la hierba	http://canteytoque.es/letrasmagujetahierba.html	Si yo tuviera dinero (bulerías)
Por derecho	http://canteytoque.es/letrasclavel.html	La razón (debla y toná grande)
Por tangos y tientos	http://canteytoque.es/letrasvvportangosytientos.html	Yo seré como el mimbre (tientos de Morente) Enrique Morente
"Málaga y Levante (Fosforito, A. Canillas, F. Montoro y A. Piñana)"	http://canteytoque.es/letrasritomalagaylevante.html	Malagueña del Chato de Las Ventas (Antonio de Canillas)
CD 6	http://canteytoque.es/letraspastora06.html	4. Y acabarás de una vez (cartagenera y fandango de Lucena)
VI concurso nacional de arte flamenco 1971 Córdoba (CD1)	http://canteytoque.es/letrasvvviconcurso1.html	Granaínas. Pedro Lavado
Fernanda de Utrera	http://canteytoque.es/letrasritofernanda.html	Soleares
Antología del cante flamenco (CD 1)	http://canteytoque.es/letrasantologiahispavox1.html	Bulerías. Jarrito
Nano de Jerez	http://canteytoque.es/letraspuroyjondonano.html	Soleá
Actuaciones históricas CD 2	http://canteytoque.es/letrasfosforitoact2.html	Mira si estarás en mí (soleares de Alcalá)
Tres generaciones. Agujetas CD 1 (Manuel y su padre)	http://canteytoque.es/letrasvvtresgeneraciones1.html	Por Dios que me den las espuelas (tarantos y malagueña) Agujetas Viejo
disco 7	http://canteytoque.es/letrasvvantologiaariola7.html	Saltan por estos vallaos (verdiales) Turronero
Antología del cante flamenco y cante gitano. CD 2	http://canteytoque.es/letrasvvantologiamairena2.html	La caña. Antonio Mairena
Curro Malena	http://canteytoque.es/letraspuroyjondocurromalena.html	Tientos
CD 6	http://canteytoque.es/letraspastora06.html	1. La Virgen iba caminando (farruca)
Arte flamenco. Pericón de Cádiz / Chato de La Isla	http://canteytoque.es/letrasvvpericonchato.html	Un canario se subía (verdiales)
Caminos reales del cante	http://canteytoque.es/letrasmercecaminosreales.html	En una quimera un día (tarantos)
Memoria viva de los cantes de Triana	http://canteytoque.es/letrasoliver.html	Comentario por Manolo de Huelva
CD 4	http://canteytoque.es/letraspastora04.html	25. Ve y pregúntale a un sabio (soleá)
Los cantes inéditos de Juan Talega	http://canteytoque.es/letrastalegacantesineditos.html	Seguiriya
Cañeta de Málaga	http://canteytoque.es/letraspuroyjondocaneta.html	Bulerías por soleá
Maestros del cante	http://canteytoque.es/letrasmanolovargas.html	Eran las dos de la noche (malagueña del Mellizo)
Maestros del cante	http://canteytoque.es/letrasperla.html	Que cosas dice este loco (soleares)
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	Lamentos del taranto (tarantos)
Primer disco	http://canteytoque.es/letrasrancapino1.html	Seguiriyas gitanas (seguiriyas)
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	Mi sangre era suya (seguiriyas antiguas)
Solera gitana(Quejío) 2	http://canteytoque.es/letrasmairenaquejio2.html	Con ese delantal grana (tangos de Triana)
Fiesta por tangos. Los gitanos de Jerez	http://canteytoque.es/letrasvvfiestaportangos.html	Por ti yo daría mi vida. Chiqui de Jerez
Evocación a Terremoto. Manuel Morao y gitanos de Jerez	http://canteytoque.es/letrasvvevocacionaterremoto.html	Bulería. Fernando Terremoto
"Mujeres de la Bética (Perla, Sallago, Adela Chaqueta)"	http://canteytoque.es/letrasvvperlasallagoadela.html	A la sierra me voy (serranas) la Sallago
Flamenco en el Teatro Real	http://canteytoque.es/letraslebrijano.html	Lo que me gusta (soleá por bulería)
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	A la calle me salí (soleá)
Soy caminante	http://canteytoque.es/letrascamaronsoycaminante.html	La vida es una ilusión (fandangos)
Arte flamenco. Cobitos / Sernita de Jerez	http://canteytoque.es/letrasvvcobitossernita.html	Juntaremos las dos firmas (fandangos) Cobitos
Maestros del cante	http://canteytoque.es/letrassorderamaestros.html	En la serranía (fandangos del Gloria)
Raíces del cante	http://canteytoque.es/letrasavila.html	Noche y día (cartagenera)
CD 3	http://canteytoque.es/letraspastora03.html	16. Pintor de loza (sevillana)
disco 3	http://canteytoque.es/letrasvvantologiaariola3.html	Día grande (seguiriyas) José Menese
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Una azucena sembré (fandanguillos)
Antonio Mairena	http://canteytoque.es/letrasritoantoniomairena.html	Seguiriyas
Pepe de la Matrona	http://canteytoque.es/letrasritopepematrona.html	Taranta de Pedro el Morato
Memoria viva de los cantes de Triana	http://canteytoque.es/letrasoliver.html	Martinete
Una historia del cante flamenco 1	http://canteytoque.es/letrascaracolhistoria1.html	En el calabozo (martinetes)
"El fandango (A. de Pura, S. Salguero, A. de Álora, Sordera, Sabina y Bengala)"	http://canteytoque.es/letrasritofandango.html	Fandangos de tío Bengala (Miguel Bengala)
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	Clavel de la aurora (siguiriyas)
Naturaleza flamenca (Quejío) 1	http://canteytoque.es/letrasmatronaquejio1.html	Señor cirujanito (siguiriya de cambio de Maria Borrico)
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Las flores de mi jardín (romera)
En un ratito!	http://canteytoque.es/letrasvvenunratito.html	Duquende. Paso por tu puerta
Al compás de los Zambos	http://canteytoque.es/letrasvvfamiliazambo.html	Guindas al pavo
Grandes guitarras del flamenco. Ramón de Algeciras	http://canteytoque.es/letrasvvramondealgeciras.html	Y a la mina no voy más (taranto) Juan Cantero
Agujeta	http://canteytoque.es/letrasritoagujeta.html	Seguiriyas
CD 3	http://canteytoque.es/letraspastora03.html	24. La Virgen iba caminando (farruca)
Terremoto de Jerez	http://canteytoque.es/letrasritoterremoto.html	Seguiriyas
Cultura Jonda 10. XV Potaje gitano de Utrera en directo (1971)	http://canteytoque.es/letrasvvxvpotajeutrera.html	Tangos. Jesús Heredia
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	Que se ponga en mi lugar (soleares) Enrique el Culata
CD 10	http://canteytoque.es/letraspastora10.html	15. Lucerito de la mañana (fandango)
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	Ni tu padre ni tu madre (soleares de Triana) Antonio Nuñez el Chocolate
El genio (Quejío) 2	http://canteytoque.es/letrascaracolquejio2.html	Toditas las madres (saeta)
"Colección Federico García Lorca (Torre, Tenazas, Pastora, Tomás y Cepero)"	http://canteytoque.es/letrasvvcoleccionlorca.html	Correo de Vélez (soleares) el Tenazas
Actuaciones históricas CD 1	http://canteytoque.es/letrasfosforitoact1.html	Que me trajera la muerte (peteneras)
Maestros del cante	http://canteytoque.es/letrasperla.html	Duérmete Curro (bulerías)
Sus primeras grabaciones	http://canteytoque.es/letrasfernandaybernardasusprimeras.html	Por ver a mi madre diera (bulerías) Bernarda
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Que venga el alba (soleares)
Premio Manuel Torre de cante flamenco	http://canteytoque.es/letrasmagujetapremio.html	Soleá de la ilusión
CD 11	http://canteytoque.es/letraspastora11.html	4. Implorando una limosna (fandango)
Antología del cante flamenco (CD 2)	http://canteytoque.es/letrasantologiahispavox2.html	Martinetes. Rafael Romero
CD 4	http://canteytoque.es/letraspastora04.html	19. Por tu causita me estoy viendo (siguiriya)
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Ni Veracruz es cruz (soleá apolá)
Cultura Jonda 10. XV Potaje gitano de Utrera en directo (1971)	http://canteytoque.es/letrasvvxvpotajeutrera.html	Los carbones de la fragua (martinete y tonás). Gaspar de Utrera
Sus primeras grabaciones	http://canteytoque.es/letrasfernandaybernardasusprimeras.html	Fiesta utrerana (bulería)  Bernarda
Cádiz joven. Chaquetón y Juanito Villar	http://canteytoque.es/letrasvvchaquetonvillar.html	Y tú ni cuenta te das (bambas) Juanito Villar
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	"Me quisiste, me olvidaste. Carmen Linares"
Antología del cante flamenco (CD 1)	http://canteytoque.es/letrasantologiahispavox1.html	Mirabrás. Rafael Romero
Cultura Jonda 5	http://canteytoque.es/letrasromerocultura.html	Detente Judas (saeta)
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	Nochebuena en Cádiz. José Espeleta
"La familia de los Torre (María Torre, Tomás Torre, Pájaro, Tomasa y Pichón)"	http://canteytoque.es/letrasritofamiliatorre.html	Seguiriyas (Tomás Torre)
María Vargas	http://canteytoque.es/letrasritomariavargas.html	Romeras
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	De más talento (fandangos)
Chano Lobato (CD2)	http://canteytoque.es/letraschano2.html	Bulerías festeras
El color de la hierba	http://canteytoque.es/letrasmagujetahierba.html	Pena tengo una pena (bulerías)
José de la Tomasa	http://canteytoque.es/letraspuroyjondojosetomasa.html	Bulería
CD 13	http://canteytoque.es/letraspastora13.html	17. Yo camelo guillarme (siguiriya)
disco 5	http://canteytoque.es/letrasvvantologiaariola5.html	Grandes voces se escuchaban (alboreás) Manuel Agujetas
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	Por ver lo que estabas haciendo (fandango) Pepe el Culata
Archivo de flamenco	http://canteytoque.es/letrasterremotoarchivo.html	Mi madre me miró (malagueñas)
"De Granada a La Unión (J. Hierro, P. Cros, Fosforito, M. Caparrós, E. Andreu y Camarón)"	http://canteytoque.es/letrasritogranadaalaunion.html	Taranta (Eleuterio Andreu)
Actuaciones históricas CD 2	http://canteytoque.es/letrasfosforitoact2.html	Cuando yo voy a misa (seguiriyas jerezanas con cabales)
Cantes inéditos(CD 1)	http://canteytoque.es/letrasfernandaybernardacantesineditos1.html	Bulerías
Le chant du monde v. 8. (con Agujeta Viejo)	http://canteytoque.es/letrasmagujetachant.html	¿A quién le contaré yo? (martinetes)
Le chant du monde v. 1	http://canteytoque.es/letrasmatronachant.html	Tientos
"Grabaciones en París 1956-1959. Rafael Romero, Juan Varea, Perico el del Lunar (CD 1)"	http://canteytoque.es/letrasvvgrabacionesenparis1.html	Alboreás (Rafael Romero)
CD 1	http://canteytoque.es/letraspastora01.html	17. La luz del entendimiento (tientos)
Cuando canta el pasado	http://canteytoque.es/letrasvicentesotocuandocantaelpasado.html	Cuando canta el pasado (siguiriya)
"De Despeñaperros para arriba (Porras, A. y K. Farina, Calderas y Quiqui)"	http://canteytoque.es/letrasritodespenaperrosparriba.html	Soleares (Porras de Barcelona)
Rancapino	http://canteytoque.es/letraspuroyjondorancapino.html	Tientos
VI concurso nacional de arte flamenco 1971 Córdoba (CD3)	http://canteytoque.es/letrasvvviconcurso3.html	Tientos. Curro Malena
Antología del cante flamenco y cante gitano. CD 2	http://canteytoque.es/letrasvvantologiamairena2.html	Polo. Antonio Mairena
"Grandes guitarras del flamenco. Manuel Morao (con Sernita, Chaleco, Paquera y Terremoto)"	http://canteytoque.es/letrasvvmorao.html	"Rosa, yo no te cogí (malagueñas) Terremoto"
La plazuela de los Moneo	http://canteytoque.es/letrasvvfamiliamoneo.html	Entre Oriente y Occidente
Nano de Jerez	http://canteytoque.es/letraspuroyjondonano.html	Martinete
Premio Manuel Torre de cante flamenco	http://canteytoque.es/letrasmagujetapremio.html	Fandangos de los agravios
Maestros del cante	http://canteytoque.es/letraspericon.html	Que bonita está la fuente (cantiña y alegrías)
Premio Manuel Torre de cante flamenco	http://canteytoque.es/letrasmagujetapremio.html	Siguiriyas del tiro
Grandes cantaores del flamenco	http://canteytoque.es/letrasromerograndes.html	No te acuerdas cuando entonces (soleá)
Cátedra del cante vol. 27	http://canteytoque.es/letrassebastianpena.html	Dices que te quiero poco (chuflas del Pena)
Maestros del cante	http://canteytoque.es/letraspericon.html	Le metieron en un vapor (bulerías)
"Grabaciones en París 1956-1959. Rafael Romero, Juan Varea, Perico el del Lunar (CD 1)"	http://canteytoque.es/letrasvvgrabacionesenparis1.html	Cartageneras (Juan Varea)
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	Qué grandes son mis penitas (seguiriya)
CD 3	http://canteytoque.es/letrasantologiaorfeon3.html	Fandangos. Manolo Caracol
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Cuando paso por tu puerta (bulerías)
Juana la del Revuelo	http://canteytoque.es/letraspuroyjondojuanarevuelo.html	Tangos
CD 7	http://canteytoque.es/letraspastora07.html	2. Fui piedra y perdí mi centro (soleá)
"Seguiriyas (II) (Talega, Chocolate, L. Caballero y A. Mairena)"	http://canteytoque.es/letrasritoseguiriyas2.html	Seguiriyas del Sr. Manuel Cagancho (Juan Talega)
Grandes cantaores del flamenco	http://canteytoque.es/letraschatodelaisla.html	No quiero escuchar tu voz (fandangos)
Solera gitana(Quejío) 1	http://canteytoque.es/letrasmairenaquejio1.html	Del cielo te ha de venir (polo)
Cultura Jonda 3	http://canteytoque.es/letraspansecocultura.html	Barrio de Santa María (alegrías)
"Viejos cantaores (Talega, Perote, Agujetas, Onofre, Piñana y P. Matrona)"	http://canteytoque.es/letrasritoviejoscantaores.html	Malagueña de la Trini (Diego el Perote)
Nano de Jerez	http://canteytoque.es/letraspuroyjondonano.html	Bulerías por soleá
Actuaciones históricas CD 2	http://canteytoque.es/letrasfosforitoact2.html	"A las murallas de Cádiz, dígale usted al cochero (cantiñas de Cádiz)"
Bulerías	http://canteytoque.es/letraspansecobulerias.html	Tápame
Arte flamenco. Miguel Vargas / Chano Lobato	http://canteytoque.es/letrasvvmiguelvargaschano.html	Gaditana tierra guapa (alegrías de Cádiz) Chano Lobato
CD 13	http://canteytoque.es/letraspastora13.html	3. De mi moreno el cariño (bulería)
"Fandangos naturales (Gordito, Funi, Morente, Mono, Platero y Camarón)"	http://canteytoque.es/letrasritofandangosnaturales.html	Camarón
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	Canastera (canastera)
Cultura Jonda 4. De Cádiz... aquella Venta de Vargas	http://canteytoque.es/letrasvvaquellaventadevargas.html	Cuando yo me muera (seguiriyas) Pericón de Cádiz
Rubichis	http://canteytoque.es/letrasdiegorubichi.html	Siguiriyas
Flamenco en el Teatro Real	http://canteytoque.es/letraslebrijano.html	Debajo de aquel olivo (por peteneras)
El genio (Quejío) 1	http://canteytoque.es/letrascaracolquejio1.html	Al Señor del Baratillo (soleares de Antonio Frijones)
CD 2	http://canteytoque.es/letrasantologiaorfeon2.html	Martinete. Pepe el Culata
Diego Agujetas	http://canteytoque.es/letraspuroyjondodiegoagujetas.html	Fandangos
Los cantes inéditos de Juan Talega	http://canteytoque.es/letrastalegacantesineditos.html	Soleá
CD 10	http://canteytoque.es/letraspastora10.html	13. Amapolas de un trigal (fandango)
Le chant du monde v. 17	http://canteytoque.es/letrasbenichant.html	Mi jaca campera
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	Soy de piedra y perdí mi centro (soleares) José Muñoz Pena hijo
Cátedra del cante vol. 16	http://canteytoque.es/letrascojohuelva.html	La gente me lo decía (bulerías)
Cultura Jonda 7	http://canteytoque.es/letrasfernandaybernardacultura.html	Tú eres chiquita y bonita (fandangos) Bernarda
disco 8	http://canteytoque.es/letrasvvantologiaariola8.html	Qué malina era tu madre (soleares) Tía Anica la Periñaca
"Lorca y el flamenco (Marchena, Pucherete y A. Rodríguez Rey)"	http://canteytoque.es/letrasritolorca.html	Los cuatro muleros (Pepe Marchena)
